"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 03 07:35:41 GMT 2022","Sun Jul 03 07:35:44 GMT 2022","2238","","TestLoginPage","","TestLoginPage","loginSuccessfulTest","Sikeres Sign in helyes adatokkal","Bejelentkezés a regisztrációnál megadottakkal egyező adatokkal"
"passed","Sun Jul 03 07:35:44 GMT 2022","Sun Jul 03 07:35:56 GMT 2022","11919","","TestLoginPage","","TestLoginPage","loginEmptyTest","Sikertelen Sign in üres adatokkal","Bejelentkezés üres adatokkal"
"passed","Sun Jul 03 07:35:31 GMT 2022","Sun Jul 03 07:35:33 GMT 2022","1984","","TestLandingPage","","TestLandingPage","narrowWindowTest","Keskeny nézet ellenőrzés","Keskeny nézetben a navBar hamburger menüre vált"
"passed","Sun Jul 03 07:36:33 GMT 2022","Sun Jul 03 07:36:47 GMT 2022","13737","","TestBlogPage","","TestBlogPage","blogTitlesToFileTest","Blog oldal tartalom ellenőrzése","Blog összes bejegyzés cím ellenőrzése"
"passed","Sun Jul 03 07:36:47 GMT 2022","Sun Jul 03 07:36:49 GMT 2022","2742","","TestProfilePage","","TestProfilePage","deleteProfileTest","Profil törlése ellenőrzése","Regisztrált profil törlése az adatbázisból, törlés ellenőrzése"
"passed","Sun Jul 03 07:35:09 GMT 2022","Sun Jul 03 07:35:12 GMT 2022","3036","","TestRegisterPage","","TestRegisterPage","registrationEmptyDescriptionTest","Regisztráció Description mező üresen hagyva","Regisztráció helyes adatokkal, a Description mező üresen hagyva"
"passed","Sun Jul 03 07:36:52 GMT 2022","Sun Jul 03 07:37:04 GMT 2022","11695","","TestProfilePage","","TestProfilePage","editProfileTest","Profil módosítása","Felhasználói profil módosítása"
"passed","Sun Jul 03 07:36:15 GMT 2022","Sun Jul 03 07:36:19 GMT 2022","4052","","TestPortfolioPage","","TestPortfolioPage","portfolioImagesTest","Képek ellenőrzése","Képek ellenőrzése a Work oldalon"
"passed","Sun Jul 03 07:36:14 GMT 2022","Sun Jul 03 07:36:15 GMT 2022","1299","","TestInitialPage","","TestInitialPage","termsAndConditionsExitTest","Terms and Conditions kilépés","A Terms and conditions kilépés gombjának megnyomása"
"passed","Sun Jul 03 07:35:56 GMT 2022","Sun Jul 03 07:36:08 GMT 2022","12008","","TestLoginPage","","TestLoginPage","loginWrongUserTest","Sikertelen Sign in helytelen username-el","Bejelentkezés helytelen felhasználóvévvel"
