"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 03 19:40:58 GMT 2022","Sun Jul 03 19:41:01 GMT 2022","2650","","TestProfilePage","","TestProfilePage","deleteProfileLogoutTest","Profil törlése automatikus kijelentkezés","Regisztrált profil törlése az adatbázisból, automatikus kijelentkezés ellenőrzése"
"passed","Sun Jul 03 19:40:16 GMT 2022","Sun Jul 03 19:40:18 GMT 2022","1908","","TestLoginPage","","TestLoginPage","loginWrongPasswordTest","Sikertelen Sign in helytelen passworddel","Bejelentkezés helytelen jelszóval"
"passed","Sun Jul 03 19:39:35 GMT 2022","Sun Jul 03 19:39:37 GMT 2022","1691","","TestRegisterPage","","TestRegisterPage","registrationTest","Regisztráció helyes adatok kitöltésével","Regisztráció az összes adat helyes kitöltésével"
"passed","Sun Jul 03 19:39:49 GMT 2022","Sun Jul 03 19:39:52 GMT 2022","2289","","TestLoginPage","","TestLoginPage","loginSuccessfulTest","Sikeres Sign in helyes adatokkal","Bejelentkezés a regisztrációnál megadottakkal egyező adatokkal"
"passed","Sun Jul 03 19:40:04 GMT 2022","Sun Jul 03 19:40:16 GMT 2022","12007","","TestLoginPage","","TestLoginPage","loginWrongUserTest","Sikertelen Sign in helytelen username-el","Bejelentkezés helytelen felhasználóvévvel"
"passed","Sun Jul 03 19:39:01 GMT 2022","Sun Jul 03 19:39:04 GMT 2022","3566","","TestRegisterPage","","TestRegisterPage","registrationEmptyDescriptionTest","Regisztráció Description mező üresen hagyva","Regisztráció helyes adatokkal, a Description mező üresen hagyva"
"passed","Sun Jul 03 19:40:23 GMT 2022","Sun Jul 03 19:40:27 GMT 2022","4415","","TestPortfolioPage","","TestPortfolioPage","portfolioImagesTest","Képek ellenőrzése","Képek ellenőrzése a Work oldalon"
"passed","Sun Jul 03 19:39:23 GMT 2022","Sun Jul 03 19:39:35 GMT 2022","12799","","TestRegisterPage","","TestRegisterPage","registerMultipleTest","Sorozatos regisztráció","Sorozatos regisztráció fájlból adatokkal"
"failed","Sun Jul 03 19:39:37 GMT 2022","Sun Jul 03 19:39:39 GMT 2022","1675","","TestRegisterPage","","TestRegisterPage","registrationEmptyEverythingTest","Regisztráció üres adatokkal","Regisztráció üres adatokkal"
"passed","Sun Jul 03 19:40:27 GMT 2022","Sun Jul 03 19:40:41 GMT 2022","14010","","TestBlogPage","","TestBlogPage","blogTest","Blog oldal lista lapozás ellenőrzése","Blog összes bejegyzés lapozás"
"failed","Sun Jul 03 19:39:05 GMT 2022","Sun Jul 03 19:39:22 GMT 2022","17935","","TestRegisterPage","","TestRegisterPage","registerEmailMultipleTest","Sorozatos regisztráció invalid email cím","Sorozatos regisztráció különböző, helytelen email címekkel"
"passed","Sun Jul 03 19:40:41 GMT 2022","Sun Jul 03 19:40:55 GMT 2022","13997","","TestBlogPage","","TestBlogPage","blogTitlesToFileTest","Blog oldal tartalom ellenőrzése","Blog összes bejegyzés cím ellenőrzése"
"passed","Sun Jul 03 19:41:01 GMT 2022","Sun Jul 03 19:41:12 GMT 2022","11208","","TestProfilePage","","TestProfilePage","editProfileTest","Profil módosítása","Felhasználói profil módosítása"
